billing_month,issue_date,due_date,units_consumed,variable_charges,fixed_charges,gst,electricity_duty,tv_fee,late_payment_surcharge,total_amount,amount_within_due_date,amount_after_due_date,tariff_applied,reference_no,meter_number,consumer_id,consumer_name,address
JUL 24,2024-07-25,2024-08-08,7894.04,164374.78,5365.0,30553.16,2465.62,0,0.0,202758.56,202758.56,212896.49,A-2b,11 84073 8049791 U,44419518557,7619862,Zaheer Liyaaqat,"H NO 689 Naathim Ramp, CHAKLALA, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7354.24,153039.06,5365.0,28512.73,2295.59,0,0.0,189212.38,189212.38,198673.0,A-2b,11 75123 4468008 U,44419518557,7619862,Zaheer Liyaaqat,"H NO 689 Naathim Ramp, CHAKLALA, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,5920.8,122936.86,5365.0,23094.34,1844.05,0,0.0,153240.25,153240.25,160902.26,A-2b,11 14095 5412488 U,44419518557,7619862,Zaheer Liyaaqat,"H NO 689 Naathim Ramp, CHAKLALA, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,5044.09,104525.83,5365.0,19780.35,1567.89,35,0.0,131274.06,131274.06,137837.77,A-2b,11 57590 1560235 U,44419518557,7619862,Zaheer Liyaaqat,"H NO 689 Naathim Ramp, CHAKLALA, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4352.37,89999.83,5365.0,17165.67,1350.0,35,0.0,113915.5,113915.5,119611.28,A-2b,11 70120 5292202 U,44419518557,7619862,Zaheer Liyaaqat,"H NO 689 Naathim Ramp, CHAKLALA, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3934.39,81222.25,5365.0,15585.71,1218.33,0,0.0,103391.29,103391.29,108560.86,A-2b,11 51812 9338740 U,44419518557,7619862,Zaheer Liyaaqat,"H NO 689 Naathim Ramp, CHAKLALA, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3791.01,78211.23,5365.0,15043.72,1173.17,0,0.0,99793.12,99793.12,104782.78,A-2b,11 57051 3974841 U,44419518557,7619862,Zaheer Liyaaqat,"H NO 689 Naathim Ramp, CHAKLALA, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1929.1,29672.12,50.0,5349.98,445.08,0,0.0,35517.18,35517.18,37293.04,A-1a,11 27378 8845172 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1819.52,27370.96,50.0,4935.77,410.56,0,0.0,32767.3,32767.3,34405.66,A-1a,11 67991 4189812 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2252.07,36454.45,50.0,6570.8,546.82,35,1825.22,45482.29,45482.29,47756.4,A-1a,11 13567 1643279 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2418.61,39951.81,50.0,7200.33,599.28,35,0.0,47836.41,47836.41,50228.23,A-1a,11 86011 6594619 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3345.8,59422.8,50.0,10705.1,891.34,0,0.0,71069.25,71069.25,74622.71,A-1a,11 74243 3458332 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3809.61,69162.87,50.0,12458.32,1037.44,0,0.0,82708.63,82708.63,86844.06,A-1a,11 53779 7879375 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3925.83,71603.39,50.0,12897.61,1074.05,35,0.0,85660.05,85660.05,89943.05,A-1a,11 30778 2627143 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3613.84,65051.72,50.0,11718.31,975.78,0,0.0,77795.81,77795.81,81685.6,A-1a,11 74904 4475876 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,3014.88,52473.4,50.0,9454.21,787.1,0,0.0,62764.71,62764.71,65902.94,A-1a,11 66782 9160533 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2494.74,41550.52,50.0,7488.09,623.26,0,0.0,49711.87,49711.87,52197.46,A-1a,11 36780 9628533 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2171.22,34756.66,50.0,6265.2,521.35,35,0.0,41628.21,41628.21,43709.62,A-1a,11 23545 3324179 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1984.06,30826.28,50.0,5557.73,462.39,35,0.0,36931.41,36931.41,38777.98,A-1a,11 68814 9619109 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1863.78,28300.38,50.0,5103.07,424.51,0,0.0,33877.95,33877.95,35571.85,A-1a,11 78157 6784814 U,68623037048,6069909,Yaqub Aamirah,"H NO 39 Ilan Light, CHAKLALA, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3944.33,81430.89,405.0,14730.46,1221.46,0,0.0,97787.81,97787.81,102677.2,A-2a,11 93724 3219912 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3693.44,76162.16,405.0,13782.09,1142.43,0,0.0,91491.68,91491.68,96066.26,A-2a,11 56559 8447015 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4509.65,93302.71,405.0,16867.39,1399.54,35,0.0,112009.64,112009.64,117610.12,A-2a,11 33493 8367438 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4888.36,101255.56,405.0,18298.9,1518.83,0,0.0,121478.29,121478.29,127552.21,A-2a,11 59483 6118820 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6640.47,138049.93,405.0,24921.89,2070.75,35,0.0,165482.57,165482.57,173756.7,A-2a,11 73348 9115009 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,7671.78,159707.4,405.0,28820.23,2395.61,35,0.0,191363.24,191363.24,200931.41,A-2a,11 25408 1346192 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,7845.54,163356.42,405.0,29477.06,2450.35,0,8188.07,203876.9,203876.9,214070.74,A-2a,11 82698 2239899 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7317.65,152270.73,405.0,27481.63,2284.06,0,0.0,182441.43,182441.43,191563.5,A-2a,11 16808 9175888 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,5951.03,123571.73,405.0,22315.81,1853.58,0,0.0,148146.12,148146.12,155553.43,A-2a,11 96928 3952301 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,5030.79,104246.53,405.0,18837.27,1563.7,35,0.0,125087.5,125087.5,131341.87,A-2a,11 35214 2257898 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4318.8,89294.74,405.0,16145.95,1339.42,0,0.0,107185.11,107185.11,112544.37,A-2a,11 76712 4245416 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3998.74,82573.62,405.0,14936.15,1238.6,0,0.0,99153.38,99153.38,104111.05,A-2a,11 16160 6946608 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3786.78,78122.34,405.0,14134.92,1171.84,35,3926.37,97795.46,97795.46,102685.23,A-2a,11 24838 7435158 U,25697770038,7960607,Liyaaqat Raatib,"H NO 287 Qutaybah Brook, DHOKE KALA KHAN, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1949.66,30103.75,50.0,5427.68,451.56,0,0.0,36032.99,36032.99,37834.64,A-1a,11 26040 7627982 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1809.02,27150.38,50.0,4896.07,407.26,0,0.0,32503.7,32503.7,34128.89,A-1a,11 23766 8572369 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2246.74,36342.44,50.0,6550.64,545.14,35,0.0,43523.21,43523.21,45699.37,A-1a,11 37470 3464685 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2455.83,40733.47,50.0,7341.02,611.0,0,0.0,48735.5,48735.5,51172.27,A-1a,11 20915 5554218 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3341.51,59332.69,50.0,10688.88,889.99,0,0.0,70961.56,70961.56,74509.64,A-1a,11 90478 2004469 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3774.81,68432.07,50.0,12326.77,1026.48,0,0.0,81835.33,81835.33,85927.09,A-1a,11 59513 3751845 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3884.92,70744.36,50.0,12742.99,1061.17,35,0.0,84633.51,84633.51,88865.19,A-1a,11 26844 4382874 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3633.05,65454.95,50.0,11790.89,981.82,35,0.0,78312.66,78312.66,82228.29,A-1a,11 96797 3674884 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2967.15,51471.25,50.0,9273.83,772.07,0,0.0,61567.15,61567.15,64645.51,A-1a,11 58511 3276744 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2486.84,41384.58,50.0,7458.22,620.77,35,0.0,49548.57,49548.57,52026.0,A-1a,11 30007 7819603 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2215.37,35683.85,50.0,6432.09,535.26,35,1786.69,44522.9,44522.9,46749.04,A-1a,11 96550 4161713 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1991.28,30977.9,50.0,5585.02,464.67,0,0.0,37077.59,37077.59,38931.47,A-1a,11 50557 2698389 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1892.55,28904.63,50.0,5211.83,433.57,0,0.0,34600.04,34600.04,36330.04,A-1a,11 46754 8768264 U,96810333466,8628891,Mad Aryan,"H NO 342 Ihsaan Flats, WESTRIDGE, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3959.77,81755.13,2877.5,15233.87,1226.33,0,0.0,101092.83,101092.83,106147.47,A-2b,11 55839 5800628 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3619.82,74616.33,2877.5,13948.89,1119.24,0,0.0,92561.96,92561.96,97190.06,A-2b,11 68260 3036250 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4479.87,92677.25,2877.5,17199.85,1390.16,0,0.0,114144.76,114144.76,119852.0,A-2b,11 89114 2358937 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4793.25,99258.15,2877.5,18384.42,1488.87,0,0.0,122008.93,122008.93,128109.38,A-2b,11 55843 6991470 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6646.71,138180.99,2877.5,25390.53,2072.71,0,0.0,168521.74,168521.74,176947.82,A-2b,11 12633 8848222 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,7640.63,159053.21,2877.5,29147.53,2385.8,35,0.0,193499.03,193499.03,203173.99,A-2b,11 27398 3283627 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,8044.55,167535.55,2877.5,30674.35,2513.03,35,0.0,203635.43,203635.43,213817.2,A-2b,11 30453 8609731 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7227.58,150379.1,2877.5,27586.19,2255.69,35,0.0,183133.47,183133.47,192290.14,A-2b,11 33752 4233798 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,5912.42,122760.84,2877.5,22614.9,1841.41,35,0.0,150129.65,150129.65,157636.14,A-2b,11 36225 4450985 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,5038.13,104400.75,2877.5,19310.09,1566.01,35,0.0,128189.35,128189.35,134598.81,A-2b,11 91319 6670423 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4307.79,89063.49,2877.5,16549.38,1335.95,0,4597.05,114423.36,114423.36,120144.53,A-2b,11 31417 3435078 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3888.0,80248.08,2877.5,14962.61,1203.72,0,0.0,99291.91,99291.91,104256.51,A-2b,11 15815 8124266 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3793.63,78266.25,2877.5,14605.88,1173.99,0,0.0,96923.62,96923.62,101769.8,A-2b,11 20819 2361217 U,46679946108,3180906,Aarif Umair,"H NO 27 Aariz Trafficway, WESTRIDGE, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3873.78,79949.3,762.5,14528.12,1199.24,0,4035.59,100474.75,100474.75,105498.49,A-2a,11 69627 1824174 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3692.34,76139.12,762.5,13842.29,1142.09,0,0.0,91886.0,91886.0,96480.3,A-2a,11 87974 4769724 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4514.08,93395.78,762.5,16948.49,1400.94,0,0.0,112507.71,112507.71,118133.1,A-2a,11 29888 3089625 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4864.0,100743.92,762.5,18271.15,1511.16,0,0.0,121288.73,121288.73,127353.17,A-2a,11 33850 5646594 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6661.29,138487.13,762.5,25064.93,2077.31,0,0.0,166391.87,166391.87,174711.47,A-2a,11 98330 6437755 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,7603.77,158279.09,762.5,28627.49,2374.19,0,7952.08,197995.34,197995.34,207895.1,A-2a,11 47913 4110390 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,7838.13,163200.75,762.5,29513.39,2448.01,0,0.0,195924.65,195924.65,205720.88,A-2a,11 86583 2520376 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7349.97,152949.35,762.5,27668.13,2294.24,35,0.0,183709.22,183709.22,192894.68,A-2a,11 66097 4033712 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,5953.02,123613.48,762.5,22387.68,1854.2,0,0.0,148617.86,148617.86,156048.76,A-2a,11 66508 4824773 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,5040.97,104460.29,762.5,18940.1,1566.9,0,0.0,125729.79,125729.79,132016.28,A-2a,11 67086 4027016 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4408.1,91170.0,762.5,16547.85,1367.55,0,0.0,109847.89,109847.89,115340.29,A-2a,11 11961 5909386 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3885.73,80200.35,762.5,14573.31,1203.01,0,0.0,96739.17,96739.17,101576.13,A-2a,11 53972 8015286 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3808.12,78570.62,762.5,14279.96,1178.56,0,0.0,94791.65,94791.65,99531.23,A-2a,11 62413 5020296 U,80660825243,2829622,Umair Waahid,"H NO 931 Kashan Ports, MORGHAH, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1948.52,30079.86,50.0,5423.37,451.2,0,0.0,36004.43,36004.43,37804.65,A-1a,11 54788 6146746 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1825.43,27494.97,50.0,4958.09,412.42,0,0.0,32915.49,32915.49,34561.26,A-1a,11 80741 6028626 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2247.56,36359.8,50.0,6553.76,545.4,0,1820.49,45329.45,45329.45,47595.93,A-1a,11 54869 2142682 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2425.74,40101.46,50.0,7227.26,601.52,0,0.0,47980.24,47980.24,50379.25,A-1a,11 34504 5133681 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3370.25,59936.35,50.0,10797.54,899.05,0,0.0,71682.94,71682.94,75267.09,A-1a,11 52197 1999033 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3800.72,68976.14,50.0,12424.71,1034.64,0,0.0,82485.49,82485.49,86609.76,A-1a,11 15695 5280546 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3891.29,70878.03,50.0,12767.04,1063.17,0,0.0,84758.24,84758.24,88996.15,A-1a,11 74199 5757554 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3646.64,65740.48,50.0,11842.29,986.11,0,0.0,78618.88,78618.88,82549.82,A-1a,11 10841 1165868 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2983.58,51816.24,50.0,9335.92,777.24,35,0.0,62014.41,62014.41,65115.13,A-1a,11 63106 1376602 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2471.93,41071.55,50.0,7401.88,616.07,0,0.0,49139.5,49139.5,51596.48,A-1a,11 28583 3889322 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2151.13,34334.77,50.0,6189.26,515.02,35,0.0,41124.05,41124.05,43180.26,A-1a,11 46340 6813758 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1941.86,29940.0,50.0,5398.2,449.1,0,0.0,35837.3,35837.3,37629.16,A-1a,11 41618 7032236 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1878.39,28607.11,50.0,5158.28,429.11,0,0.0,34244.49,34244.49,35956.72,A-1a,11 71804 8771292 U,44901727116,2101965,Ubaidah Saajid,"H NO 612 Lutfi Place, MORGHAH, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1939.71,29894.83,50.0,5390.07,448.42,0,0.0,35783.32,35783.32,37572.48,A-1a,11 44290 2662929 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1813.22,27238.56,50.0,4911.94,408.58,0,0.0,32609.08,32609.08,34239.53,A-1a,11 90517 6521200 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2262.8,36679.9,50.0,6611.38,550.2,0,0.0,43891.49,43891.49,46086.06,A-1a,11 90895 7857461 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2409.3,39756.28,50.0,7165.13,596.34,0,0.0,47567.75,47567.75,49946.14,A-1a,11 65918 1629425 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3368.71,59903.91,50.0,10791.7,898.56,0,0.0,71644.17,71644.17,75226.38,A-1a,11 51576 5129432 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3783.5,68614.42,50.0,12359.59,1029.22,0,0.0,82053.23,82053.23,86155.89,A-1a,11 94864 3933494 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3876.09,70558.91,50.0,12709.6,1058.38,0,0.0,84376.9,84376.9,88595.74,A-1a,11 61775 1440875 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3599.48,64750.02,50.0,11664.0,971.25,0,0.0,77435.27,77435.27,81307.03,A-1a,11 93026 5396577 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2974.35,51622.33,50.0,9301.02,774.33,0,0.0,61747.68,61747.68,64835.07,A-1a,11 25315 9037809 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2526.9,42225.86,50.0,7609.65,633.39,35,0.0,50553.9,50553.9,53081.6,A-1a,11 37087 7895924 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2195.36,35263.48,50.0,6356.43,528.95,0,0.0,42198.85,42198.85,44308.8,A-1a,11 20812 1125089 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1933.7,29768.7,50.0,5367.37,446.53,35,0.0,35667.6,35667.6,37450.98,A-1a,11 55509 1720871 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1882.67,28697.05,50.0,5174.47,430.46,0,0.0,34351.97,34351.97,36069.57,A-1a,11 57579 6459958 U,54726988721,4833486,Rahat Ghutayf,"H NO 98 Owais Lake, CHAKLALA, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3896.49,80426.21,1062.5,14667.97,1206.39,0,0.0,97363.07,97363.07,102231.22,A-2a,11 97243 6879786 U,85426439314,2006313,Batool Gulfam,"H NO 895 Zaahir Mews, KOHAT ROAD, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3643.66,75116.78,1062.5,13712.27,1126.75,0,0.0,91018.3,91018.3,95569.21,A-2a,11 64339 7062181 U,85426439314,2006313,Batool Gulfam,"H NO 895 Zaahir Mews, KOHAT ROAD, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4435.33,91741.85,1062.5,16704.78,1376.13,0,0.0,110885.26,110885.26,116429.52,A-2a,11 74088 6151536 U,85426439314,2006313,Batool Gulfam,"H NO 895 Zaahir Mews, KOHAT ROAD, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4857.95,100617.03,1062.5,18302.32,1509.26,0,0.0,121491.11,121491.11,127565.66,A-2a,11 45455 5666905 U,85426439314,2006313,Batool Gulfam,"H NO 895 Zaahir Mews, KOHAT ROAD, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6730.62,139943.12,1062.5,25381.01,2099.15,35,0.0,168520.78,168520.78,176946.82,A-2a,11 45868 5285019 U,85426439314,2006313,Batool Gulfam,"H NO 895 Zaahir Mews, KOHAT ROAD, RAWALPINDI"
